RID,rname,cuisine
8185,Sangeeta Chippa,"Fast Food,Snacks"
8186,HOTEL FOODLAND FAMILY GARDEN RESTAURANT,"Indian,Chinese"
8187,Dada Haji Biryani,"Biryani,Snacks"
8188,PRADIP HOTEL,"North Indian,Snacks"
8189,Gour Nitai Veg Restaurent,"North Indian,Chinese"
8190,Cake Bake & Beans,"Beverages,Biryani"
8191,Darbar Biryani,"Biryani,Snacks"
8192,UTSAV FAST FOOD,"Chinese,Snacks"
8193,Cafe Aarooz,"Snacks,American"
8194,Kundu Hotel And Restaurant,"Indian,Chinese"
8195,Citi Dhaba,"Chinese,Continental"
8196,Coffee 99,"Beverages,Desserts"
8197,A1-Haji Biryani,"Biryani,Indian"
8198,Kolkata Fast Food,"Chinese,Indian"
8199,Sinora Food Corner,"North Indian,Chinese"
8200,Haji Biryani,"Biryani,Indian"
8201,Yaara Da Dhaba,"North Indian,Biryani"
8202,Dosa Junction,"South Indian,Biryani"
8203,Lassi King,"Beverages,Juices"
8204,Food Pirates,"Pizzas,Fast Food"
8205,Hotel Suruchi,"North Indian,Chinese"
8206,Thirstday,Beverages
8207,Drink N Bite,"Beverages,Snacks"
8208,Mocktails & Burger,"Fast Food,Juices"
8209,Hansraj Desires Food Center,Chinese
8210,Krishnam Sweets And Snacks,"Sweets,Snacks"
8211,Keffeaur,"American,Continental"
8212,Burgerwala,Burgers
8213,Chayee Cup Coffee(C3),"Beverages,Chinese"
8214,Sudhriti Hotel & Restaurant,"Indian,Chinese"
8215,Kathi junction,"Snacks,North Indian"
8216,Super Star Haji Biryani,"Biryani,Fast Food"
8217,The Royal Saffron,"Fast Food,North Indian"
8218,Haji Biryani & Barbeque,"Biryani,Barbecue"
8219,Keventers - Milkshakes and Desserts,"Beverages,Ice Cream"
8220,Shreeja Food Zone,Bakery
8221,Jugal's Hotel,"Indian,South Indian"
8222,Mughal Haji Biryani,"Biryani,Snacks"
8223,Tasty Mizaj,"Indian,Biryani"
8224,Starbucks Coffee,"Beverages,Ice Cream"
8225,Tea Junction,"Beverages,Desserts"
8226,Super Haji Biryani,Biryani
8227,Food Lovers,"Chinese,Indian"
8228,Subway,"Healthy Food,Salads"
8229,Skkky  Club,"North Indian,Chinese"
8230,Cafe Unplanned,"Chinese,Indian"
8231,Bowljini,"Indian,Chinese"
8232,BERLIN KAFFEEHAUS,"Fast Food,Snacks"
8233,Shree Mahakaal Sweets and Snacks,"Sweets,Snacks"
8234,Priya'z Food City,Chinese
8235,Tuhin Bhojanalaya,"Bengali,Indian"
8236,Nutrition Station LLP,"North Indian,Chinese"
8237,Boom Bakery,"Bakery,Chinese"
8238,Masala Twist,"Indian,Biryani"
8239,PANKAJ SWEET BHANDAR,"Sweets,Snacks"
8240,Darjeeling Kitchen,"Indian,Chinese"
8241,Gupta Sweets,"Sweets,Snacks"
8242,SAMBHAWANAZ KITCHEN,"North Indian,Chinese"
8243,Aquarium,"North Indian,Chinese"
8244,Tandoor Express,"Tandoor,Chinese"
8245,Diet South Indian Restaurant,"Chinese,Juices"
8246,The Tea Factory,"Beverages,Snacks"
8247,Hotel Monarch Aachal,"North Indian,Chinese"
8248,Hamro Fusion,"Chinese,North Indian"
8249,Hotel Jai Maa,Indian
8250,Eazee Food,"Bengali,North Indian"
8251,The Fries Factory,"Pizzas,Beverages"
8252,Biryani Box By SB,Biryani
8253,SUPER HAJI BIRIYANI,Biryani
8254,Lion Bar Cum Restaurant,"Indian,Chinese"
8255,Zaika Biryani House,"Biryani,Tandoor"
8256,FISH FRY,"Seafood,Indian"
8257,PM Swaad,"Chinese,Indian"
8258,Cafe Connection,"Snacks,American"
8259,Brishti Fast Food,"Snacks,Biryani"
8260,Won Panipuri,Chaat
8261,Yum Yum Kitchen,"Chinese,North Indian"
8262,My Box Heathy Restaurant,"Beverages,Chinese"
8263,La Pino'z Pizza,"Pizzas,Italian"
8264,Kwality Walls Frozen Dessert and Ice Cream Shop,Ice Cream
8265,ROLL HUB,Snacks
8266,URBAN FOOD NEST,Pizzas
8267,Chawlas 2,"North Indian,Chinese"
8268,BURGER SECTOR,"Fast Food,Pizzas"
8269,Chaoman,"Chinese,Thai"
8270,Subway,"Fast Food,Healthy Food"
8271,Wrap Killer,"Fast Food,Pizzas"
8272,Barista,"Beverages,Snacks"
8273,UBQ by Barbeque Nation,"North Indian,Barbecue"
8274,Chawla's Heavenz (Urban Estate Phase 1),North Indian
8275,Barbeque Nation,"North Indian,Barbecue"
8276,PARANTHA JUNCTION,"Punjabi,Beverages"
8277,Grill Masters,Fast Food
8278,THE DREAM CREAMERY,"Beverages,Snacks"
8279,Uma s Kitchen,North Indian
8280,AIR CAFE LOUNGE(THE SHAURYA),"Pastas,Snacks"
8281,CANADIAN PIZZA,Pizzas
8282,Sizzling Grill,Fast Food
8283,Super Donuts- An American eatery and bakery,"American,Bakery"
8284,Dark Cafe,"Pizzas,Pastas"
8285,THE AROMA ESPESSO BAR,"Snacks,Beverages"
8286,Dream Puff,"Bakery,Snacks"
8287,Chix Bang's Shawarma,Chinese
8288,Chicago Delights,"Fast Food,Pastas"
8289,FARMER'S RASOI,"Indian,Chinese"
8290,Patiala Kart,Indian
8291,Food Heavenz,"Pizzas,Pastas"
8292,Chadha Prantha Junction,North Indian
8293,PFC Frozen Chick,"Kebabs,Snacks"
8294,Chapatiroll,Indian
8295,CITY GRILLZ,"Italian-American,Fast Food"
8296,Grill hub,Beverages
8297,Chief Cap,"Salads,Beverages"
8298,The Belgian Waffle Co.,"Desserts,Beverages"
8299,City Fussion,"Chinese,Pizzas"
8300,Burgwrap,American
8301,NEELAM TIFFIN SERVICES (Neelam kitchen),Indian
8302,Burger King,American
8303,Roll Express (Urban Estate),American
8304,Uttam's Buffet & Restaurant,"North Indian,Chinese"
8305,Zaika Restaurant &Fast Food,North Indian
8306,KASHYAP CHAAP,"North Indian,Snacks"
8307,Saini Food Point,"Seafood,Indian"
8308,NEELAM KITCHEN,"North Indian,Indian"
8309,Tamil Nadu dosa corner,South Indian
8310,Punjabeez Cake Shopee,Bakery
8311,KAY VEE NON VEG FOOD COURT,"North Indian,Chinese"
8312,Dimpy Bakery,"Bakery,Beverages"
8313,ChaiMinati,Fast Food
8314,Anhad Chicken,"Indian,Snacks"
8315,Manu lassi (gurbax colony),Beverages
8316,Wheels on Fire,"Chinese,Snacks"
8317,Malhotra Sweets,"Sweets,Snacks"
8318,Sahni Dairy And Sweets,Sweets
8319,Pasta Express,"Pastas,Pizzas"
8320,Floc For The Love Of Cake & Cafe,"Fast Food,Snacks"
8321,Royal Food Bistro,"North Indian,Chinese"
8322,Roll Twisters,"Snacks,Fast Food"
8323,SINGH FOOD SERVICE,Thalis
8324,Henry Veg Snacker,Fast Food
8325,Bhen Da Dhaba,North Indian
8326,Mota Halwai Since 1950,Sweets
8327,Charan Juice & Confectionery,"Beverages,Juices"
8328,FOOD BITES,"Pizzas,Italian"
8329,Pizza Plaza,"Pizzas,Italian"
8330,Sadhu Ram Kachori Wale Since 1965,"North Indian,Snacks"
8331,Neelgiri food and tiffen services.,North Indian
8332,The Temple Run,Desserts
8333,CHICAGO PIZZA,"Pizzas,Fast Food"
8334,Shiv parotha,Indian
8335,Mr. Bakerr,Bakery
8336,SNACKERS PATIALA WAVES,Indian
8337,Food Library Express Delivery,"Chinese,Indian"
8338,Burgirl by Food Library,Burgers
8339,MAA ANNPURNA VEG FOODS,Indian
8340,Circles Of Crust,Italian
8341,Shama Dhaba,"Mughlai,Biryani"
8342,Punjab Mail,"Beverages,Chinese"
8343,MC BURGER,"Fast Food,Beverages"
8344,Old Mota Halwai,"Snacks,Sweets"
8345,khan Shama dhaba special chicken Biryani(apka man hamara zaika),"Biryani,North Indian"
8346,Gagz Food Point,"Fast Food,Chinese"
8347,Jaggi Sweets,"North Indian,Tandoor"
8348,Roll Express,"North Indian,Tandoor"
8349,JAGGI's,"Chinese,Continental"
8350,Lucky Snacks & Champ Point,"North Indian,Chinese"
8351,ROLLS NATION,Snacks
8352,Cake N Bake,Bakery
8353,Cake Studio,Bakery
8354,Kohli Patiala Shahi Chaap,Fast Food
8355,Burger House,"American,Italian"
8356,Hotel Flyover.,North Indian
8357,More & More Cakes,Bakery
8358,AL- ZAIKA CHICKEN CORNER,"North Indian,Afghani"
8359,Pizza Bite,Pizzas
8360,Domitos,"Pizzas,Italian"
8361,Shera Chat,"Chinese,Fast Food"
8362,Pal Dhaba,North Indian
8363,Old Madrasi Dosa,South Indian
8364,Raje de mashoor special Kulche and Bhature,Indian
8365,Mohan Murge Wala (Sai Market),North Indian
8366,AMARPALI'S FOOD AND REFRESHMENT,"North Indian,Chinese"
8367,Yummy Bites,Pizzas
8368,AMBALA CHAAT HOUSE (Old is gold),"Street Food,Chaat"
8369,SUNRISE MOTEL,North Indian
8370,Wrapholics,"Italian,Snacks"
8371,Asli Madrasi Dosa,South Indian
8372,Momozz,Chinese
8373,Apna Dhaba,"North Indian,Tandoor"
8374,Green's Resto Bar,"North Indian,Continental"
8375,Hungry Point,"Pizzas,Italian"
8376,THE BROTHERZ KITCHEN,"Pizzas,Pastas"
8377,Shiva Fast Food & Shakes,Chinese
8378,Patiala Shahi Lassi,"Beverages,Desserts"
8379,Wah Ji Wah,"North Indian,Tandoor"
8380,The Chaap Master,North Indian
8381,BABA'S CHICKEN,"North Indian,Chinese"
8382,Pasta Wraps & Salad,Pastas
8383,GRILL AND CHILL,"Tandoor,Snacks"
8384,CITY BURGER,"American,Fast Food"
8385,Punjabeez Restaurant,"North Indian,Chinese"
8386,Basant Ice-Cream(Ludhiana Famous),Desserts
8387,Biryani WoW,"Biryani,Italian"
8388,kAKE DE MASOOR PAKORE,Snacks
8389,Paratha King,"North Indian,Beverages"
8390,Baskin Robbins,Desserts
8391,Shahi Juice & Shakes,Beverages
8392,The Born's Fire Pizza,"Pizzas,Italian"
8393,Sheetal Restaurant,"North Indian,Chinese"
8394,New Sheetal Restaurant,"North Indian,Chinese"
8395,KSahni (Tripuri),"Italian,Chinese"
8396,The Patiala Club,"North Indian,Tandoor"
8397,Maini's Inc.,"North Indian,Salads"
8398,Nagpal Dhaba,"North Indian,Chinese"
8399,UK Caterers,"North Indian,Salads"
8400,Shivam Restaurant,North Indian
8401,Nagpal Restaurant Since 1999,"North Indian,Chinese"
8402,Jeet Bakers,"North Indian,Chinese"
8403,Giani's,"Beverages,Desserts"
8404,R. K. Samosa House,Fast Food
8405,Burger Bite,"American,Chinese"
8406,Santa Di Hatti,Street Food
8407,Ice 'N' Spice,"Indian,Pizzas"
8408,KOHLI CHICKEN STUFFS,North Indian
8409,Pizza Khalo,"Pizzas,Beverages"
8410,Pizza Plaza,"Italian,Chinese"
8411,Aashirwad Family Restaurant,"Chinese,South Indian"
8412,Go69 Pizza,"Pizzas,Italian"
8413,Pizza Shack Restaurant,"Beverages,Chinese"
8414,Sardarji Ice Cream Parlour - Enjoy,Desserts
8415,Kitchen Flowers,Snacks
8416,Grill Inn,"Italian,Continental"
8417,Shankar Cake World,Bakery
8418,Sanjha Chulha,"North Indian,Chinese"
8419,Goli Vada Pav No.1,"Maharashtrian,North Indian"
8420,Indian street food,"Pizzas,Italian-American"
8421,Classic bakers,"Bakery,Desserts"
8422,The Celebration Bakery,"Bakery,Desserts"
8423,Kingdom of momos,"Indian,Chinese"
8424,A LOTUS The Food Plaza,"North Indian,Chinese"
8425,NARAYAN  HOTEL,North Indian
8426,Rane Da Dhaba,North Indian
8427,Mr. Pizza & Cafe,"Biryani,Ice Cream"
8428,Hangout Restaurant And Pizza Corner,"Pizzas,Italian"
8429,Tadka,"Desserts,Indian"
8430,Pizza Hub Express,"Pizzas,Beverages"
8431,URBAN ANGEETHI,"Indian,Chinese"
8432,BEDI BAKERY,"Bakery,Desserts"
8433,Faijiya restaurant,"Snacks,Biryani"
8434,Mr. AB Cafe,"Chinese,Pizzas"
8435,Dayal Non Veg,North Indian
8436,Parvya Bakeology,Bakery
8437,A1 Pakiza roll corner,"Snacks,North Indian"
8438,The Queens Cloud Restaurant,"North Indian,Beverages"
8439,Lado Bakery,Bakery
8440,Pakeeza roll corner,Snacks
8441,Jay Maa Tiffin Center,"Thalis,North Indian"
8442,Ram Misthan Bhandar,Desserts
8443,Slice of Pizza,"Pizzas,Italian"
8444,Pizza Point Family Restaurant,"Pizzas,Continental"
8445,Desi hut restaurant & lounge,"North Indian,South Indian"
8446,Rais Roll Corner,"Snacks,Biryani"
8447,Albaik Chicken Corner,"Fast Food,Burgers"
8448,Shadab Roll Corner,Mughlai
8449,The momo co.,Chinese
8450,Cake Hub,Bakery
8451,Baba's Vada Pav,Fast Food
8452,Sai prasadm family restaurant,"North Indian,Beverages"
8453,The Chocolate Story,"Italian,Pizzas"
8454,Manoj Sandwich,Indian
8455,Chicken story,"Indian,North Indian"
8456,Vikram Restaurant,North Indian
8457,SARRU KI RASOI,"Indian,South Indian"
8458,Hotel Gulmohar Inn,"South Indian,North Indian"
8459,Magic food,"North Indian,Chinese"
8460,Juice factory,Juices
8461,Pawan Food,"Chinese,Beverages"
8462,Natural Bakes & Cafe,"Fast Food,Chinese"
8463,Cafe green banana,"Fast Food,American"
8464,India Coffee House,"South Indian,Desserts"
8465,Gondia Jain Bakers,"Desserts,Bakery"
8466,Hotel Manuhar Restaurant,"Fast Food,Biryani"
8467,Kasturi Restaurant And Chaat Center,Chinese
8468,Goodwill Cafe,"South Indian,Pizzas"
8469,MP 50 Restaurant,"Chinese,North Indian"
8470,Dominios Pizza Cafe,"Chinese,Indian"
8471,Classroom cafe,"Chinese,Italian"
8472,CHAI SUTTA BAR,"Fast Food,Italian"
8473,Biryani Bowl,Biryani
8474,Tara Food Corner,"Chinese,Indian"
8475,TRUPTI CAFEE,"Indian,Chinese"
8476,New Pakwan Fast Food,Chinese
8477,Bakery Zone,"Bakery,Chinese"
8478,The Golden Spoon,"Indian,Chinese"
8479,Orange Restaurant,"Chinese,North Indian"
8480,D9 Restro   Cafe,Indian
8481,Shree Bombay Faluda,Desserts
8482,Hotel Bhammar,"North Indian,Chinese"
8483,TRUPTI FOOD'S & BEVERAGES,"Pizzas,Beverages"
8484,SILKY RESTAURANT,"Indian,Beverages"
8485,T And D fast Food,"Chinese,Fast Food"
8486,Downtown Restaurant,"Indian,Seafood"
8487,Tasty Blossom Restaurant,"Chinese,Indian"
8488,Hotel Celebration,"North Indian,Chinese"
8489,S.A KING PLAZA,"North Indian,Indian"
8490,Pepperoni Restaurant,"Indian,Biryani"
8491,Jungle Cafe,"Fast Food,Pizzas"
8492,ATUL'S SOUTH INDIAN TIFFIN,South Indian
8493,D CAFE,"Italian-American,Beverages"
8494,Chhenapodo,Sweets
8495,ROCK AND ROLL BIRIYANI CENTER,"North Indian,Chinese"
8496,ROYAL BITES,"North Indian,Chinese"
8497,Cheap & Best,Biryani
8498,Maa Tarini Chat,Chaat
8499,D.K BAKERY,"Bakery,Snacks"
8500,Pakao Khana,"North Indian,Biryani"
8501,CHICKEN VILLA,"North Indian,Chinese"
8502,Frying Pratha,North Indian
8503,SARASWATI TELABHAJI,"North Indian,Indian"
8504,Swaad Ratnam,"North Indian,Chinese"
8505,RAJ PANJABI LASSI,Juices
8506,Green Chilli,"Biryani,Chinese"
8507,Garmaa Garma,Biryani
8508,PIZZA SHOP,"Pizzas,Fast Food"
8509,BABU BHAI HAYDRIBADI MANCHURIAN,Chinese
8510,Eat And Smile Restaurant,"Biryani,Chinese"
8511,LAZIZ HOT PIZZA,Pizzas
8512,HeartBeats Restaurant,"Chinese,Indian"
8513,Apna Haveli,"Chinese,North Indian"
8514,AM 2 PM,"Chinese,Snacks"
8515,Delux Biriani Center,Indian
8516,Braja Krishna Culfi Ice Cream,"Ice Cream,Beverages"
8517,Yumi Handi Biriyani & Kilo Biriyani,Biryani
8518,Friends & Buddies,Beverages
8519,MANAS FASTFOOD CENTER AND BIRYANI,"Biryani,Chinese"
8520,Mio  Amore,"Desserts,Bakery"
8521,Tero Parbon,Bengali
8522,Nana Hotel,Indian
8523,Delight Bake Shop,"Bakery,Snacks"
8524,Maa Tarini Hotel,"North Indian,Biryani"
8525,Domino's Pizza,Pizzas
8526,Peturam,"Chinese,Indian"
8527,FOODLAND,"Chinese,North Indian"
8528,Tasty Momos,Chinese
8529,BHABANI CHOWMIN CENTRE,"Chinese,Snacks"
8530,Dalchini Restaurant,"North Indian,Chinese"
8531,Juicy Momos,Chinese
8532,The Asmita Biryani Hub,"Biryani,Chinese"
8533,NY Pizza Cafe,"Pizzas,American"
8534,The Mexico PizzaPlex,"Pizzas,American"
8535,The Western Bites,"Italian,Fast Food"
8536,Ghost Burgers Co,"American,Pizzas"
8537,The Big Pizza Story,"Pizzas,American"
8538,Swayamprava hotel & Restaurant,"Biryani,South Indian"
8539,The EATalian oven,"Pizzas,American"
8540,The Ovens Of Hell,"Italian,American"
8541,The OD 01 Junction,"Chinese,Biryani"
8542,Saroj Fast Food Centere,Fast Food
8543,MOMO MAGIC CAFE,"Chinese,Snacks"
8544,Raita Restaurant,"Chinese,Indian"
8545,Bonfire Barbeque,"Chinese,Indian"
8546,P3 Pizza Point,"Italian,Fast Food"
8547,Yum Chinese,"Chinese,Indian"
8548,Satyas Family Restaurant,"Indian,Chinese"
8549,ARABIAN DELIGHTS,North Indian
8550,Flames,"Indian,Chinese"
8551,LASSI N SHAKE,"Beverages,Ice Cream"
8552,Flavour Of Balasore,Chinese
8553,Indie Grill,Indian
8554,By The Way Restaurant,"Chinese,Indian"
8555,Khusi Family Restaurant,"Indian,Biryani"
8556,Stairway To Paradise,"Biryani,North Indian"
8557,WOW PIZZZA,"Pizzas,Fast Food"
8558,Shiva Shakti Quick Restaurant,Indian
8559,Chai Sutta Bar,"Beverages,Pizzas"
8560,Zaika International,"Chinese,Indian"
8561,MAMA FOODS,North Indian
8562,Krishna Fast Food,Fast Food
8563,Hot 'N' Fresh Piza,"Italian-American,Indian"
8564,The American Bistro,Italian-American
8565,HOTEL TIRUPATI,"North Indian,Chinese"
8566,HOTEL DELICIOUS,Indian
8567,Barjorjis Bhojan,Indian
8568,Tanmay's Bakery,Bakery
8569,YUM INDIA INTERNATIONAL,"North Indian,Chinese"
8570,Odisha Sweets & South Indian,"South Indian,Desserts"
8571,The Barbeque,"North Indian,Indian"
8572,Cheeky's Chicken,"North Indian,Biryani"
8573,Heaven Of Chai,"Snacks,Beverages"
8574,Chai Shai Bar,"Beverages,Fast Food"
8575,Biryani Adda,Biryani
8576,Elohim home Kitchen,"Oriya,North Indian"
8577,Raita Fastfood,"Snacks,Chinese"
8578,MAA KALI HOTEL,"North Indian,Thalis"
8579,Lucky International,"Chinese,Indian"
8580,Jhadeswar Restaurant,"North Indian,Chinese"
8581,The Mumma's Home Kitchen,"Snacks,Indian"
8582,MOMOMIA-LOVE IN EVERY BITE,"Chinese,American"
8583,JULIAN RESTAURANT,"Sweets,Desserts"
8584,ENGINEER'S BIRIYANI AND FASTFOOD HUB,"Biryani,Fast Food"
8585,Food Zilla,Indian
8586,Top N Tasty,"Indian,Chinese"
8587,WAO!PIZZA,"Pizzas,Fast Food"
8588,FUDBEAT,"Chinese,Biryani"
8589,GRILLED  CHEESE,"Pizzas,Fast Food"
8590,Castle of Biriyani,"Biryani,Chinese"
8591,Lassi Shop,Desserts
8592,Shree Durga Bakery,Desserts
8593,Hotel Emirates,North Indian
8594,Pizza Hut,Pizzas
8595,Hotel Rameswari,"Chinese,Hyderabadi"
8596,Suvarna andra hotel,South Indian
8597,G S Hotel,"North Indian,South Indian"
8598,Jai maa Karani,Desserts
8599,1946 ROYAL CAFE,"South Indian,North Indian"
8600,Domino's Pizza,Pizzas
8601,KFC,"American,Snacks"
8602,Zaffran family restaurant,Chinese
8603,Davangere Benne Dosa 2,South Indian
8604,Green Chilli Restarant,"South Indian,North Indian"
8605,The Hot Bread,"North Indian,Chinese"
8606,Renuka kitchen,"South Indian,North Indian"
8607,ROOTS FINEDINE,"Chinese,North Indian"
8608,Revive cafe,Pizzas
8609,Nakshatra Hotel,"South Indian,Chinese"
8610,Taj Hotel,"South Indian,North Indian"
8611,Gateau Bakery,Beverages
8612,Winni Cakes & More,"Bakery,Snacks"
8613,Bombai Waala Shawarma,Arabian
8614,Hotel Bala Regency,"South Indian,North Indian"
8615,Mahadev Sweet Home,Beverages
8616,New Chola's Restaurant,"North Indian,South Indian"
8617,Lassi Spot,Beverages
8618,Chaitu's Kitchen,"Beverages,Snacks"
8619,Himalaya chat,"Chaat,Snacks"
8620,BBQ On Wheelz,Indian
8621,Punjabi Paratha,North Indian
8622,ROCK GARDENS,"South Indian,North Indian"
8623,Pola OASIS Non veg,"South Indian,North Indian"
8624,Roll Planet ( Moka Road),"Continental,Italian"
8625,frenzo cafe,"Italian,Continental"
8626,Vijaynath pav bhaji,"Fast Food,Snacks"
8627,THE JUICE D CAFE,Beverages
8628,Black Yard Multicusine,"Biryani,Indian"
8629,Amma aahar family restaurant veg and nonveg,South Indian
8630,THE AMERICAN SHAKES,"Beverages,Desserts"
8631,Food villa,"Indian,Chinese"
8632,Biriyani Factory,"North Indian,South Indian"
8633,Roll Planet,Snacks
8634,TOSTA,Cafe
8635,My Second wife's kitchen,Chinese
8636,Ice N Spice,"Beverages,Snacks"
8637,The Grand Fortune,"South Indian,North Indian"
8638,Donne Biryani House,"Biryani,South Indian"
8639,Aditi Bangarpet chats,Chaat
8640,sudha darshini,"South Indian,Chinese"
8641,Amma  food court,"Chinese,South Indian"
8642,"Lassi and more, infantry road","Beverages,Ice Cream"
8643,HOTEL ALLUM,"Indian,Tandoor"
8644,Pizza House,"South Indian,Chinese"
8645,KA 34 Biryani Zone,"Hyderabadi,North Indian"
8646,Orange Cafe,"Beverages,Snacks"
8647,namma nadina recipe's,Juices
8648,Pawan Hotel,"South Indian,North Indian"
8649,Royal Veg and Non Veg Family Restaurant,"North Indian,Chinese"
8650,Hotel Nisaraga,"South Indian,North Indian"
8651,Anushree Multi Cuisine,"Chinese,South Indian"
8652,Healthy tale,"Healthy Food,South Indian"
8653,Paratha Roll,Snacks
8654,Hotel Yajamana,"South Indian,North Indian"
8655,SV TIFFINS,"South Indian,Indian"
8656,Breeze Hotel,"South Indian,North Indian"
8657,The Cake walk,Beverages
8658,VILLAGE FOOD COURT,"Snacks,North Indian"
8659,R R HOTELS,"North Indian,Snacks"
8660,Anda Ka Maharaja,"Snacks,Indian"
8661,Noor Fast Food,"South Indian,Hyderabadi"
8662,Polas Harbour Lounge,"North Indian,South Indian"
8663,7 Spices,"Chinese,Indian"
8664,Bismilla Hotel,"Chinese,North Indian"
8665,PEACOCK BAR AND RESTAURANT,"North Indian,Tandoor"
8666,Hotel Sanketh,South Indian
8667,Kodi Palav The Taste of Rayalaseema,Indian
8668,Udta ghoda infotainment pvt ltd,"Chinese,North Indian"
8669,Al Marbha Arabian Restaurant,"South Indian,North Indian"
8670,AFC(American fried Chicken),"Indian,Biryani"
8671,NH 67 Kitchens,"North Indian,Chinese"
8672,CAFE HIDE OUT,"Beverages,Chinese"
8673,Dolly's Kitchen,Indian
8674,Tasty times,"Fast Food,Italian"
8675,Biryani Pot Hotel,"Chinese,Indian"
8676,Chai Club,Beverages
8677,Meghanas kitchen,"Chinese,Indian"
8678,masha allah chicken shawarma,Arabian
8679,Cubes,"Indian,Chinese"
8680,Taste of Mangalore,"Indian,Seafood"
8681,Savareeya Chats,Chaat
8682,Veg County family restaurant,"Indian,Street Food"
8683,Green park restaurant,"North Indian,South Indian"
8684,Aditya Hot ''N'' Crusty,Italian
8685,Savariya Chats,Chaat
8686,New Pizza khalo,Chinese
8687,Ram Mishthan Bhandar,"Sweets,Snacks"
8688,Nainital Fast Food,Chinese
8689,Go 69 Pizza & Restaurant,Italian
8690,Satyam Restaurant,"North Indian,South Indian"
8691,Taste Of Tongue,"Chinese,North Indian"
8692,Madrasi Dosa Corner,"South Indian,Snacks"
8693,Tamasha Relive The Moment,"Italian,Snacks"
8694,Radhika Baker's Restaurant's,Snacks
8695,Woh humsafar kitchen,"Chinese,Tandoor"
8696,Family Dhaba,"North Indian,Chinese"
8697,Jai Palace - Zayka Resaturant,North Indian
8698,Delhi Zaika,"Chinese,Indian"
8699,South Indian Corner,"South Indian,Chinese"
8700,Annapurna Restaurent - Hotel Aaditya Inn,"Chinese,North Indian"
8701,Foodies Love,"Chinese,North Indian"
8702,Mr. Food - The Family Restaurant,"Biryani,Chinese"
8703,Lavya International-Hotel and Restaurant,"North Indian,Chinese"
8704,Apni Rasoi,"Chinese,Indian"
8705,Delhi Darbar,Biryani
8706,Al Baik's Chicken Corner,Fast Food
8707,Purvanchal Mutton Handi,"Biryani,Indian"
8708,Srivastava Food point,North Indian
8709,SHREE KITCHEN,North Indian
8710,Pizza King,"Italian,Fast Food"
8711,Kwality Walls Frozen Dessert and Ice Cream Shop,Ice Cream
8712,Biryani Hub,"Biryani,Indian"
